clean_text,sentiment
pleased disc thought live music audio terrible,0
one wanted bought record song listed thought description received disappointed fault,0
master artist baroque trumpet literature since late collected mhs recording including maurice andre mhs vinyl recording solo recording may maurice andre definitive recording challenging especially range endurance style baroque trumpet literature michael haydn leopold mozart concerto beyond trumpet player teacher master executes solo signature sound precision graceful style andre accompanied orchestra world class musician recording master class listening regarding textbook performance practice baroque trumpet music course mhs musical heritage society life reputation delivering high quality recording,1
totally bummed excited find got realized original song show nicely done really disappointed,0
one star boring waste money,0
purchase legal put second mar second mar personnel manager stated never put greatest hit,0
avoid unless true collector ghastly remix album sound like done drummer without rest group cash name thing interest equipment used album otherwise impossible listen unless think hearing pearcy sing tune synthetic orchestra interesting yes vertex single one like son though logo different pitrelli pearcy get name check,0
solution lousy sound search online bootleg release concert material entitled wear fox hat released rattlesnake joy hear dylan gospel especially live dylan fan want get set sound adequate recorded sound equipment site audience audience recording well even sound decent miss unique documentation crucial part dylan musical legacy version groom still standing altar rock sock musically lyrically,0
five star quiero,1
much tennessee ernie ford bought expecting hear tennessee ernie ford mostly orchestral,0
attack long time ago hollywood young considerabley brilliant writer director named george lucas vision creating universe well rest history brainchild spawned arguable greatest trilogy ever made fast forward new star war trilogy happened magic brilliance han solo around anymore abandoned early career computer technology new star war trilogy less man expanding mythical legacy excuse display innovation computer graphic effect case point episode attack clone anyone reading review doubt seen film reason plot summarize instead observation first film joke far acting conserned ask good director casting effective performance hayden christensen whine cry deliver diologue terrible hold episode anakin sympathetic suppose care young man subcome dark side life evil point relief becomes darth vader anakin interesting say luke priciples particularly portman also aweful relationship padme anakin laughable say love loud one would believe look repulsed seduced script story screenplay horrible jonathan whats name one imagine bad script pollished line like like sand rough coarse smooth ahhhhhhhh gone lawerence kasden galaxy turn desparate eye another note computer graphic george lucas made amazing stride industry ilm jedi special effect come look like cartoon live action return jedi dog fight rebelion empire look real attack clone episode computer graphic look yota actor suppose perform character setting instead stand green screen director could care less performance describes around enough make grown man cry steven spielberg francis ford coppola suppose two lucas good friend kind friend letting lucas take everything made star war great least tell need turn another director like give advice please still time save episode iii star war great creative exciting cared character wonder year six completed film many people watching first time chronological order starting episode actually make star war episode unless episode iii amazing shame lucas,0
great dissapointment song waste mario frangoulis great voice try listen song buying album nothing great album released sometimes dream follow heart waste money,0
great gift mom loved,1
blah harkens back bavarian quot volksmusik quot think quot mack knife quot quot komm mein schatz quot sped techno beat annoying singer nothing brag girl love currently hit europe really understand perfect quot eurotrash quot really fun listen much said pretty banal anton stay tirol,0
pay case broken case cracked two spot picture show,0
waste seems like tabor creative refreshing solo album stating heard sample sadly stand listening couple second quite unrealistic programmed fake drum every time drum fill make cringe like hell unrealistic dynamic human feel clangy triggered snare sound make really hard kind groove instance everything changed one guitar solo drum fill going solo one fill measure ugh hurt drummer ear like somebody spilled coffee keyboard drumkit patch know guy gave star noticed agressed always small bit insulting drummer hear super smooth funky guitar programmed always velocity snare kick drum know lower production time cost nothing like real warm jerry gaskill banged drumshells music right deserves real drum command real drum sum huge fan great guitar playing much acoustic drummer endure programmed drum sad waste cause otherwise would spinned year rockin buddy,0
waste money big lionel bart fan oliver one favorite score blitz right behind fing leaf many year saw issued jumped change get well guess known price fist rate recording first mono stereo say anywhere recording mono live recording sound mono terrible really think amazon make sure issued first rate recording budget copy gave one star cover nice waste money,0
marginal best following revolutionary work like ghost year zero slip brings nothing new table band known reinvent every album one feel like rehash every halo course buy otherwise download free see much actually listen,0
good old music pre order get sold problem come free version disappoint amazon give free version real date,0
disco sirve solo uno los do disco sirve,0
good record good record,1
ballad german rocker back watching old episode german detective show sudden song hier der kneipe bar started play started look song ended buying one idea marius many mellow song since known sing rock song decent ballad couple song make cringe rest great,1
bombay rickey electric bhairavi man group really get moving stated review release cinefonia kamala sankaram really set pipe much akin yma sumac us voice release member get really shine playing instrument exotica middle eastern flavor quite sound cut release enjoyed favorite virgenes del sol bhonkers title cut filler,1
originally wanted star wish kept narration separate music track primarily purchased track alleluia disappointed arrangement better word website purchase single ridiculously expensive download song youtube since single made available download anywhere else,0
five star everything expected,1
original track original artist beware say original track hit original artist beware wish seen review cd purchased problem buying store would let return opened one listed original hit artist name say disk say teeny tiny writing back live concert recording explicitly say original recording original artist sneaky,0
scratched scratched,0
bethlehem house bread wonderful christian singing instrumentalist family music incredible kid trained julliard think creative love group ministry gift music,1
disappointed skip horribly play disappointed,0
track list ti review applies number krb liner note track list tenderness general public girl like smithereens always something remind naked eye true spandau ballet rapture blondie shy kajagoogoo let way sly fox suddenly last summer motel beauty tube missing john waite,1
great song photo set year old granddaughter jumped joy saw got left right version played immediately went photo etc box glad bought,1
great great album one favorite,1
great deal great fast shipping,1
collection truely amazing music exaclty one would expect hear parisian cafe never soon though make france next best thing listen driving hosting get together sleeping course drinking coffee,1
love kane brown little ridiculous song little much love kane brown little ridiculous,0
item top shape quality great condition fast shipping thanks love,1
best raina bought dad love even realize cd brings back memory welk year dad,1
please avoid bootleg japanese bootleg driving guitar merely packaged different cover contains track driving guitar photo asin driving guitar ordered mistake japan returned realised error,0
total waste talent plastic total waste talent plastic paper time everything,0
like make sure acquire slighty harder find incredible album like make sure acquire slighty harder find song album think even better gift singing welcoming presence god worship service,1
double set great big outlaw fan awesome concert recording would rate one high list purchased hughie thomasson state double set great want say thank hughie thomasson familily releasing fan outlaw say buy another fantastic recording fan enjoy forever band sound great,1
bliss didnt know getting poster love album happy get photo card album book look beautiful shelved,1
definitive varese album definitive performance varese since bought year ago though like recent chailly complete work well simonovich paris contemporary music ensemble offer languid pace rich tonality lot ambience something varese liked thunderous percussion passionate approach may mind bit excessive music abstract varese instance stand pronounced contrast intellectualized approach taken boulez think simonovich approach consistent drama lyricism one hears tape interpolation desert presumably represent close reading varese intention get powerful performance one alternately meditative robust one sacrifice precision power album reissued thrilled find used like new copy vinyl amazon best manage something replace worn original vinyl,1
get caim god element purchased impressed caim album god element amazing half album given spoken meditation quaker say speak condition still happy purchased put song playlist caim performance anywhere near element lilt haunt mostly drone big disappointment despite couple decent song,0
one star gone year ago,0
band great understand better band great understand better know must,1
worked hard year great sat piano told arch finger don’t bang start end loved beethoven wanted recognized new light deviate away prior music it’s great took year complete every step way,1
love wish would record listen music often love wish would record,1
waste money complete audio voice tone dry hard concentrate would effective video attached passed lsw attribute utilizing college textbook old lsw practice exam,0
extremely low audio level first second silence playing every second bought set see folk sounded like era sound level way recorded point volume almost listen secondly playing first set second silence occur every second render unlistenable set may bad gave number three,0
great came listened band play live pittsburgh place great came friend gave new copy unopened original package,1
song disappointed payed almost dollar song definitely worth money,0
buy buy unauthorized bootleg band receive money sale quality suck buyer beware,0
disappointment set big disappointment includes thirty six song two cd sound like recorded elevator end result bland affair jorgen ingmann long career sadly passed away march age include apache known,0
new narrator terrible totally ruin book copy sent original narrator new narrator terrible totally ruin book,0
wrong product got mini album instead slightly disappointed,0
wrong received mariah carey make mistake seems bit fishy review sure verify merchant actually purchasing,0
waste money low budget poorly produced recording song may sung artist whomever voice old man longer maintain tune note sing titled quot carnegie hall concert quot non believable pre recorded applause song obviously faked inserted produced music evident cheap electronic synthesizer waste money disappointment bad bad associated great name artist,0
excelente estado muy buena compra,1
five star excellent,1
youll never walk alone received product good condition played extremely well bought replace copy either lost became damaged happy good way shop,1
five star work great,1
listen bonus track would spend twice amount buy deluxe edition way listen bonus track marketing strategy crazy make sense pay almost double extra song really disappointing carol,0
unlistenable sound quality classic many border great awful painful listen real shame,0
yuck might well bought philadelphia cream cheese although better velveeta,0
real organ literature fake organ youth absorbed every organ record could fair number local louis suburban library one mario salvador known louis longtime organist cathedral basilica saint louis containing large kilgen instrument renovated rebuilt also recently decent musician training rome organ sound awful lot cathedral reverb make small degree piece remember clarity naiad water nymph vierne piece fantaisie fast flowing quiet piece take fair bit technique interesting musical curio organ lover,0
bad hit version,0
tender night mi represented exactly item husband wanted rated good dealer however upon receipt found scratched several band suggested returning felt trouble expense mailing back dealer original price paid,0
like discription like discription,1
good sam smith voice great,1
awful card case music brilliant would expect chris stapleton cheap card case disappointment happy purchase,0
gusto volvi regresaron dinero son unos ratetos gustó mal volví regresaron dinero son unos rateros malos,0
yikes stale read review one favorite brand scandinavia strong selling point less hfc brand also normally love sour natural flavor figure going pay nearly twice street value bag imported gummis would typical quality right wrong thing hard know shape supposed eaten natural habitat arrived emaciated shell former self less chewy treat evolved nearly nice sling shot ammo,0
terrible terrible,0
thought paying one robin sign look like jack bruce got jack say getting robin trower beware might fake really real know care,0
big disappointment big fan dmitri hvorostovsky singing viewed song deja album youtube looking forward playing album interested hear crossover music highly praised disc huge let mainly unbalanced mix song overpowered thumping bass facile orchestration voice still beautiful diction three language excellent would done better sing cappella mix bad add insult injury dvd toi moi earth induced introduce chain whip woman screaming pleasure anguish know care whatever ludicrous cliche stacked top cliche package would offensive laughable think still fan hvorostovsky singing opera russian folk song album nothing enhance reputation playing fact give away anyone want trouble letting know send,0
gift parent loved classic gift parent loved classic got time birthday,1
love say love dolly parton,1
favorite ball brother song really enjoy,0
really disappointed come woth photocard overall came great condition,0
essential ibiza mix well say ministry sound released great ibiza collection clubber guide ibiza annual etc want complete ibiza collection looking rather undergroundish mixing get set saw sasha live groove universal studio citywalk orlando ever since hooked watching mix live mesmerising set evokes pretty strong feeling first disc slower buildup funky groove second viscious culmination fiery trance one best high mercury amp solace definitely sweep away spacey female vocal first disc stage one mix different one northern exposure still decide one like second energises soul especially sasha xpander way acquilla dreamstate solid mix definitely worth price,1
misrepresented dvd misleading two bonus video expensive included,0
disappointed adore tammy know excerpt live performance rushed song like wait get stage almost sound like,0
hey quit critiscism willa ford first listened whole way let say enjoyed trying make lyric stand little form rest even sound especially enjoyed quot haunted heart quot quot tired quot think willa album great please stop criticizing please press willa hater bought album,1
elgar dream gerontius elgar dream gerontius hmv classic starring anthony rolfe johnson role gerontius vernon handley lead royal liverpool philharmonic orchestra graham handley written music note truly magnificent performance anthony rolfe johnson much enjoyed listening brilliant recording highly recommended,1
five star great,1
one star definately worth price,0
quit working know good able fix juke bought put juke box quit working know good able fix juke box march april,1
five star love offer awesome time praise worship,1
stellar fan teg since supernova find bit mix album winter discontent fantastic detail crafted track overall album good many truly outstanding huntress others plain solid stuff away outstanding track musically set tone lyrically paint fantastic metaphor fan teg must fan electronica pick introduced fantastic music,1
album love christmas music good christmas album,1
meiko love mistake fairy tale meiko love,0
headline selection part uninspiring going donation box,0
great anuhea great,1
two star enough info,0
expect sophistication cheap arrangement poor rendition bought reading positive review love bublé waste money tribute michael bublé even shade arrangement poor singing maybe expecting something spectacular got circus band instead choose one star access review zero give star,0
empty package didn’t get package came empty,0
play past song cleaned still get stuck track waited long defective disappointed,0
wonderful wonderful collection song made familiar music radio show recording must made run show voice sound piano keyboard accompaniment fine art song sentimental ballad funny song sung fine voice,1
misleading product gift daughter asked bunch card junk get disappointed daughter like photo card guess earns one star rating,0
listening comment country rap crap listening comment country rap crap,0
stan red velvet came day earlier projected date great album got irene photocard,1
sound like radio recording disappointment poorly engineering recording make concert unlistenable,0
sought happy finally hit sound rambler dance band searching many year,1
memory duo like righteous brother take,1
great disc hard find talk angel black crowes make worth every penny alanis morrisette make darn good,1
best quality less expensive basket i’ve seen know arrive separate piece basket somewhat difficulty assemble use rubber mallet tap section place sizing manufacturing slightly making assembly difficult half wonky don’t sit straight shelf mine also spot could mold i’m actually sure i’m planning set outside spray bleach overall i’m disappointed quality,0
joancrawford good two musical number identify mi labeled wild harry know dream rag star stripe forever john phillip sousa entire album seems thrown together regard decade number recorded poor sound quality disappointing eubie deserves better,0
four star beautiful,1
best played unlikely play sound quality average individual cut love gal costa album,0
question couldnt find place ask amazon anyone know ost soundtrack taiwanese drama started kiss ariel lin joe cheng ive looking ost dont want buy find wanted thanks feedback,0
there lyric vocal dont get wrong love trance techno house music also love nin seriously isnt released nin album dont think really claimed name way mellow dull without trent going god politics sex love mic well sound anyone could made,0
highly recommend everyone buy secret reaching absolute truth highly recommend everyone buy,1
cher owns right like make sense mystery available confounding cher owns right like make sense loved star liked rather believe care brilliant star cher magnus opus vocal soul searing expression title track along one time one lifetime recording rather believe perfect pop rock confection cherished love cheap trashy remember hearing pirate radio wpix part cher amazing lexicon work record cohesive kapp mca day exception dark lady actually fantastic record need remastered box set well album believe anniversary get vinyl box recording part cher legacy simply cher,1
love album description item say record colored black love album disappointed find,0
described purchase seller love album wanted kiss repackage album sealed described photo card removed shame continue order seller deliver good promised buyer beware seller,0
actually bootleg really excited saw listing amazon cher fan love jimmy webb arranged produced album official release bootleg lost diamond label claim argentina label release cd never issued actual copyright holder using vinyl lp source material received mastered attendant vinyl distortion especially awful title track already,0
world class americana sharon big record company marketing exposure may heard album sharon world class voice writing music lyric creative easy listen keep attention throughout album production first rate good top studio put together got first class americana music wonderful listen even traditionally listen style music good,1
warning bootleg listing please buy bootleg support artist buying real thing,0
perfect everything came perfect benefit,1
full show kick butt skynyrd best concert raw straight rock roll polished studio like show fox theatre although album killer well,1
five star nice,1
buyer beware buyer beware bootleg official apple beatles release proceed caution sure research purchase,0
buy worth arrived perfect condition album wrapped bubble wrap loved loved two extra pc’s sticker came best purchase made far,1
boring exercise whim fancy glad pay watch cinema purchase video watching borrowed copy minute turned completely boring exercise whim fancy,0
five star love love,1
great description need enzo jannacci eros ramazzotti great description need fixed,0
truly phenomenal experience star quite simply align stupendous recording moldovan violinist patricia kopatchinskaja ensemble modern peter eotvos ensemble conductor premiered five movement violin concerto kopatchinskaja take thing altogether new dimension conjuring performance feel wrought nerve sinew ensemble manage convey sense spontaneity risk inherent score full startling gesture unusual sound result kind transitional space technical brilliance playful theatricality exist serve mercurial deeply felt emotion underline distinctly eastern european sensibility concerto spring folk tradition part history lived reality astonishing every contradictory aspect ligeti invention gathered final appassionato cadenza kopatchinskaja outpouring unbridled virtuosity celebrates like passionately enigmatic work steph power bbc music january,1
young brendel back college learning love classical music better value vinyl many cheap treasure offered vox turnabout bought dozen mail order place called publisher central bureau mere buck apiece many recording young austrian pianist alfred brendel—mostly beethoven mozart schubert owned beethoven cycle times—lps cd foolishly sold set friend gifted happy brendel lively agile intelligent performance back musical life box treasure trove despite variable sound quality well worth owning writing exactly year review set selling yikes like brendel lot lot pay pile old record,1
forgettable forgettable bought album long original release vinyl opinion arthur lee much voice lyric subtlety poetry jackhammer david angel arrangement cheesiest ever recorded red telephone set scene among embarrassingly awful song rock history never understand many people think great album undeniably creative place also hopelessly heavy handed literally make cringe alone really never want hear song put footing best tim buckley nick drake laughable view let alone beatles dylan,0
great regional blue find award winning rhythm blue review band cedar fall iowa lead man bob dorr blow harp lends marvelously raspy vocal flexible cast iowa hall fame musician molly provides blue violin phrase first found baffling really pull whether call garage band regional favorite rare find hard working musician laying tight track definitely think wrong picking one two next party,1
dvd returned dvd welded plastic box,0
five star three cd excellent source relaxation calming peaceful,1
five star one favorite singer,1
four star nice dinner music,1
completists sound quality pretty poor bad collector old bbc music recording surprise stockholm stuff mostly song better lot cream first album ever bought fan,0
deceived photo thought gum drop got gummies expected return since double insult today,0
received wrong item received pancho barraza,0
sleepy well produced gospel one western cut steel guitar played close cuff like afraid struck lightning actually cut loose tried swing sound like version less western flavored old son pioneer tune pleasant enough like smooth soothing alto vocal light accompaniment cup tea,0
five star beautiful voice excellent selection song,1
worst live recording i’ve ever heard sound sound fade would thought jimmy page paul rodgers would hired better sound engineer record sound great tube,0
infectious groove funk great chill beat long drive lucky disc loaded hard drive new car previous owner reminds zero seven’s first album simple thing absolutely loved instrumentals mash jeff lorber paul hardcastle rod temperton hate say sleepy trumpet guy chris botti otherwise lot loungey trippy funkiness smooth bass trumpet piano chop make want grow beard sip neat rye whisky hottie,1
item arrived time undamaged,1
work fios phone system verizon fios phone system caller device work bought device work extremely frustrating second caller bought amazon work use older caller found around house one bought ebay something desperately wrong manufacturing ecosystem china well known technology like caller cannot manufactured new today simply work ask question yes tried parameter plug outlet etc idiot,0
bad track return,0
guitar lyric lack emotional connection actually disappointed phenomenal production extremely talented perform mix great however sound like depeche mode record lyric absolutely nothing relate felt like reading greek mythology lyric formal lacked emotion little guitar work,0
favorite song watched video alan jackson’s hit hadn’t heard many check dvd’s amazon able purchase two song wanted,1
maria grever music beautiful however lyric even beautiful thought would song maria grever instead pianist playing music lyric thought would returned full refund like amazon fair customer,0
love well worth money best music,1
two star original superb david,0
quite expected music fine word course timeless song short guess expected little one bible verse set music would preferred song chorus along verse preference also leader speaks every song really wanted something could music bad purchase wish known thing mentioned purchased looking something different,1
happy got one dvd cd disappointing amount money spent much special birthday gift heeded warning another viewer,0
one star song knew movie,0
thanks order fulfilled,1
came poster shipped fast ordered christmas got new year perfect condition,1
rare collection great collection classic classic woman artist,1
must issue two great lp one first time pleasantly surprised good sound thought released company called tone arm record would mastered vinyl bought album vinyl came respectively always liked record store ann arbor giving way gu single ‘one border cross’ one side ‘sweet delight’ that’s introduced gu buying first album tune finished cold war classic russian coming fitting cyberspace way end fantastic reggae influenced southern part soul sound better ever also else ever wrote song criticizing japanese government ‘busting’ paul mccartney marijuana possession low end convicted mastering stunning bass drum loud clear would love hear album mixed like right amazing year old write review listening first time last night full volume driving desert night arizona tucson phoenix blown away good sound it’s bad it’s print expensive found auction sight ten feel lucky hopefully issued soon…,1
childhood love love tape growing mean teen hour drive seder passover listened walkman think popped chanukah totally associated passover memory,1
buy item contain classic poular country hit sided castoffs sorry ordered would like return refund please advise thanks,0
horribly disappointing must say totally dissapointed direction album took album century romantic poetry spoken halfhearted uninspired piano music almost insufferable compare previous beautifully dark album like psalm invocation unless drama major like century romantic poetry spoken aloud album definitely,0
least funny comedian ever lifelong fan bob tom show heard really really bad comedian time however tim bedore one ever make turn radio one gimmick animal plotting attack people sure humorous first twenty time bring news story people getting attacked deer bear say see right yet somehow bob tom keep show every week sure nice person funny,0
check review date deciding review way edition released deciding purchase look review date compare mix older version feel worthy consideration comparing focus background instrumentation backing harmony muddled nonexistent new mix favor pushing volume drum lead sorry majority review missed boat compare previous mix,0
fun audio story sound effect funny good acting engaging story sound effect number record series kid listened found many internet child like listen bedtime,1
absolutely love bought blue back patch rockabelia patch well detailed absolutely love,1
chi rho fabulous pardon love uplifting purchased gave many cd friend family one get enough unavailable amazon young talented men making wonderful music,1
song pretty cool perfect july barbecue shipped fast worked brother introduced military entire life song pretty cool perfect july barbecue day honoring america troop problem case broke right away cheaply made hate say knock point,1
album worked fine record player unfortunately album skipped ordered another one one skipped album worked fine record player odd work,0
fair best randy california sings lead song collection previous song new one fair best randy california sings lead song rest band missing making song onlyl fair best result losing meaning past song nature sixty first released spirit lover buy greatest hit first album get true meaning spirit band wanted convey,0
big arm must skinny teeny tiny arm look right luckily friend different kind still able accessorize costume,0
buyer beware nothing wrong performance gershwin according editorial review taken piano roll music experience dimensional sound reality say packaging say thin excuse surround sound dvd audio disc one track thing maybe minute total though nowhere disc packaging mention track list timing remastered piano roll matter premium price got kidding watch entire dvd audio series alexander goldberg jero bought several fill dvd audio collection none lived expectation,0
track list machiko kikuchi sharon isbin team provide following track romance danza espanola scherzino mexicano capricho arabe noi mare testament amelia variation sur air recuerdos alhambra danza mora habanera zapateado concierto aranjuez,1
pure crap terrible music,0
ordered based review winner based global ing review pillow hoping really like find comfortable read made high density foam thought good offer moderate support squishy received immediately disappointed wished ordered pillow quite squishy limp imo made memory foam high density foam even though cannot feel fid like seeing button pillow base weight skull rest tried pillow several night row okay terrible also comfortable several pillow already want medium soft memory shaped pillow may well satisfied like shaped pillow however prefer one denser thus keep head aloft first feel okay within minute weight head sink memory foam pillow give sensation minimal pillow lift mattress side back sleeper mainly side thus want need greater lift proper neck spinal column alignment pillow literally flop structure hold like dead limp fish,0
another great furler album another great furler album album title song favorite,1
five star good,1
know dvd better great account life vhs know dvd better great account life alexander graham bell complete scottish accent depth study man boyhood old age buy want experience one man fantastic life,1
boring uninspirring old stuff,0
total waste money disappointed worth money total waste money disappointed worth money hopefully find use something,0
good expected reason thought going smart sophisticated polish jazz love gave away right cup tea may fault looking something else polish pop sort,0
five star great music arrived early,1
like previous poster said tape whole series behavior hygiene kid still sing song kid think hoot price little high plan buy kid got better little brain barney,1
nothing don’t like non disc sound awful can’t hardly understand anything disc,0
amazing instrumental track music good entire dong would known made purchase,0
five star good wrong dan troxell,1
two star got,0
one greatest string quartet time like new even though year old well packaged quick shipment one best time string quartet,1
mercury early monster hit single went around world four rechanneled track stereo one release february julie rogers mercury mono stereo song side one wedding rechanneled love boy rechanneled young foolish friendly persuasion house home love letter side two like child rechanneled without love rechanneled blue evening soon around hawaiian wedding song know cut filler song hit identified pat boone friendly persuasion elvis presley love letter andy williams hawaiian wedding song first two track side vinyl rechanneled mono track balanced left right channel faint bleed echo added obviously mercury took half album track sound julie mercury cut two single track see single four side balance album otherwise decently balanced orchestra middle road stereo julie rogers fine voice song voice strongly suggests kind pipe power beauty make think early eydie gorme without columbia pop deep echo mercury single wedding without love oct like child love boy hawaiian wedding song turn around look may another year another love another heartache waste young year angelus ringing climb mountain dec note first version world wide hit anita bryant columbia single wedding seven kind lonesome september barely charted cash box looking forward bottom almost hit chart six week tony martin cover randy wood dot record december dot bride horizon joy thanks amazon reviewer bill busse tip keely smith also put song reprise single wedding turn around look late julie rogers recorded jeffrey kruger ember record mega record label known sammi smith huge help make night hit licensed ember recording issued song abridged version similar title rpm single mega almost close may julie rogers feeling mega mega version ember julie rogers feeling featured track per side versus version mega record track two song feeling published glen campbell publishing company try little kindness capitol rogers lp ember mega liner note credited written glen campbell glen campbell record released ember jeffrey kruger organization booked tour julie rogers mercury magic without love wedding love boy entered chart two month mercury version released within week competing cover version keely smith reprise wedding turn around look second week october like child day come hawaiian wedding song turn around look entry day day walking behind another year another look another heartache waste young year room three unspoken word love lullaby lover angelus playing climb mountain gentle hand two world collide home bless never told let belong lp sound julie mercury chopped single track added mercury release early contrast mercury song inspiration mercury,1
nice listening nice listen cooking,1
deserve star want money back horrible background music guided meditation iphone app even though advertised useful mumbo jumbo garbled junk waste wish could get money back,0
aretha franklin treasury collection purchased gift gave person put player play tried mine play,0
cheaply made disc would play car player one would display track info bad cause great song,0
buyer beware buyer beware bootleg official apple beatles release proceed caution sure research purchase,0
great music great,1
two old favorite saw movie violetera carmen ronda came bought record immediately missed listening joy listen format violetera movie spanish music hall singer fictional practically song old cuplés many favorite parent grandparent generation sarita montiel brought back fashion gave new lease life carmen ronda variant carmen legend carmen life napoleonic invasion french soldier spanish guerrillero love torn two triangle course end tragedy movie many song andalusian folk tradition including wonderful scene resistance fighter hiding inn carmen entertaining french platoon come searching carmen leap tablado begin sing well known fiery flamenco tune improvising word guerrillero understand presence discovered must flee even warning certain road safe song beautiful interprets lovely voice feeling,1
stay away okay let tell south bay import diane ray horrible idea source bad sound go back forth muffled stereo non existant kicker first song speeded making sound like chipmunk kidding please stay away horrible want hear please talk lifegaurd suggest finding collecter choice princess various artist collection growing fast disc set even teenage girl featuring janie grant diane ray whole vinyl rip well hope warning help south bay put great poni tail worst far,0
sudanese centered blue jazz funk afrobeat western listener african music mostly exposed sound country thanks direct connection blue mali adjacent country often focus attention day desert blue big south africa got spotlight thanks popular album folkie although far explore east africa though wide variety musical tradition receive nearly much attention tarig abubakar moved sudan canada formed afronubians play set style rooted eastern african style diverse merely traditional style band consisted artist moved canada various african country allowed abubakar lead group blended style way centered around sudanese still showcasing interconnection well african music obviously influenced rock funk jazz century one hears ethiopian reggae connection central african funk connection see fela kuti afrobeat generally bit blue guitar creative horn percussion arrangement style feel vaguely familiar listen style across africa without necessarily able place particular rhythm melody band top notch includes participant african guitar summit well— joe adam solomon strong instrumentalist although guitar led group rather one hears horn guitar percussion vocal trade line abubakar allows group travel sudan kenya ethiopia mali guinea sudan though center fascinating hear abubakar explain crowd live performance country treat style relationship around interesting valuable recording listening ndala kasheba tanzania,1
time correct great condition,1
comment comment,0
chicago sings good chicago sings good kind music help make day,1
exceptional artist great album listened twice row first time heard thoroughly enjoyed,1
five star dylan fan appricate must,1
zumba zumba tape get home workout close gym workout get benefit good body,1
received quickly star cause case busted,0
track missing version body electric great unofficial release side non track body soul special quot version train non track afterhours non track poison door non track wire non track blood money non track bury deep non track dominion ozymandias unreleased promo version sandstorm non track untitled non track emma non track long train lucretia reflection extended single version corrosion quot vinyl version could one non track,1
wayyyyy overpriced good album though,0
one star come poster,0
oldie goody richard marx everyone need sing along always current kid sing along hit,1
one star original recording horrible pirate copy,0
rocking album glad found good copy replace lost one year lucky stumbled ban toured behind cult album rock beginning end,1
ball mush guess get selfish ordering birthday present since able enjoy last piece baklava favorite thing eat brings memory childhood rushing back snack daddy would always get himand piece somehow would always fresh milk frozen almost slushy consistency seemed waiting everytime would wake middle night bad dream miss day passed away unexpectedly thought better birthday present baklava however see arrived hot mess big ball mush needless say beyond disappointed fyi would waste money,0
song sample warned sample five song boooo,0
ripped received used full scratch,0
act absolute masterpiece like everything album masterpiece start finish feel emotion singing every song like every song album get old album worth every penny photo book beautiful captivating look forward act near future,1
dvd disappointing old mr brown different current one go way back actor much younger mr brown bazzard looking story line come funny would pas video fan disappointed dvd,0
great old time music classic old school music love little pricey enjoying listening,1
different cover careful thought would regular different cover title caught,0
interesting mix song well worth price love train song grew hearing radio listening dad uncle playing harmonica long trip piano guitar banjo home admit missing collection orange blossom special new river train city new orleans stop anymore large impressive collection ten cd track separate cardboard slipcover content listed back list includes name person group performing name song name writer original release date specific recording cd slipcases nice box cd average minute set could listen day build new deck put together special meal homecoming veteran might want remember collection put together german company may explain inclusion mule train frankie laine version tennessee ernie ford version well marty robbins wonderful train related big iron several song performed one artist technically different song find album version rock island line choo choo boogie wabash cannonball train chattanooga choo choo golden rocket mystery train folsom prison blue pan american hobo bill last ride wreck old think cover repeat swear since various version done different performer exactly repeat enjoying collection suspect anyone train song nut would enjoy well sure absolutely perfect interesting mix song well worth price,1
one star thought going tha real version,0
wholly absorbing sound easily engross attention blue moon second full moon calendar month year since last one happened november however lively tennessee based group called blue moon rising month july especially memorable blue moon rise heard guy actually received inspiration band name famous bill monroe song blue moon kentucky relatively short four year together played number noteworthy festival venue bmr chris west guitar keith garrett mandolin justin moses banjo fiddle tim tipton bass guest dobro player rob ickes also join keith chris share lead vocal duty justin typically singing tenor wood meet steel twelve original eight written band member chris west composed right hot snappy opener dead man run also enjoyed turn written brother duet style reminiscent group like delmore brother garrett west low forlorn high lonesome song still work left pondering song would turned high soaring vocal however want hear nice hook reminds jim lauderdale songsmithing tragedy song fairly common bluegrassdom mountain fell tell story fictional miner named billy joe death fraterville mine disaster tennessee event occurred miner died result explosion inside mine west understanding thematic stylings genre may best captured highway despair highway paved agony every exit lead misery keith garrett best songwriting demonstrated moonshine hard time moral churchgoing man would make sell moonshine drink moses fiery instrumental locust hill move right along high stepping allegro fashion keith chris tim early thirty keith garrett performed county boy played dollywood six year duo jay clark browder hollow kentucky wind chris west former member coal creek pitney seibers family one way track roscoe morgan lonely train youngest band member year old justin moses pick bluegrass instrument still play family band moses family tim tipton played kentucky wind clear creek since release album understand band added lou wamp scheerhorn resonator guitar twin fiddle hear many disparate influence music blue moon rising traditional consciousness indicates full understanding bill monroe stanley brother music yet time apparent group young technician heard recent innovative bluegrass ground breaker like tony rice knoxville grass boone creek del mccroury iiird tyme lonesome river band lou reid new grass revival ricky skaggs continued growth strong support plenty hard work little luck thrown might one day adding blue moon rising list seminal bluegrass influence bmr wholly absorbing sound one easily engross listener attention always creative entertaining coming band signature sound novel immediately appealing rarely blue moon group young musician come along clearly show much potential cohesive bluegrass unit joe ross,1
